id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_datetime
40158,2,0,1,0,0,0,0,124,1,0,0,0,96.3,1,0,2018-06-27
40159,2,0,2,1,0,0,0,73,0,0,0,0,85.67,0,0,2017-11-24
40160,2,0,0,2,0,0,0,102,1,0,0,0,76.5,1,1,2017-07-19
40161,2,0,1,2,0,0,0,0,0,0,0,0,75.0,0,1,2018-06-06
40162,2,0,1,2,0,0,0,140,1,0,0,0,96.3,1,0,2018-06-27
40163,3,0,2,5,0,0,0,156,1,0,0,0,110.65,1,1,2018-07-02
40164,2,0,0,2,2,0,0,1,0,0,0,0,101.5,0,1,2017-08-20
40165,2,0,2,2,0,0,0,212,1,0,0,0,75.23,0,0,2018-10-22
40166,2,0,1,5,0,0,0,210,1,0,0,0,67.42,1,0,2018-08-03
40167,2,0,2,1,0,0,2,252,1,0,0,0,95.13,1,1,2018-10-01
40168,2,0,1,2,0,0,0,143,1,0,0,0,107.95,0,0,2018-08-21
40169,2,0,0,2,0,0,0,122,1,0,0,0,96.3,1,0,2018-04-25
40170,3,0,1,5,0,0,1,19,1,0,0,0,119.0,3,0,2018-12-28
40171,3,0,2,2,0,0,1,12,1,0,0,0,126.0,2,0,2017-12-30
40172,2,0,0,2,0,0,0,267,0,0,0,0,95.0,1,1,2018-09-30
40173,2,0,2,1,0,0,0,124,1,0,0,0,71.0,1,0,2018-04-17
40174,2,0,1,3,0,0,0,113,0,0,0,0,85.0,0,1,2018-06-30
40175,2,1,1,1,0,0,0,156,1,0,0,0,130.5,0,1,2018-08-18
40176,1,0,0,1,1,0,0,0,1,1,11,5,81.0,1,0,2018-01-08
40177,2,2,0,2,2,0,3,66,1,0,0,0,231.0,1,1,2018-12-09
40178,2,0,0,4,0,0,0,117,0,0,0,0,72.25,0,1,2018-07-24
40179,2,0,1,2,0,0,0,258,0,0,0,0,110.0,0,1,2018-10-16
40180,2,0,0,1,0,0,1,14,1,0,0,0,166.0,4,0,2018-08-01
40181,2,0,0,2,0,0,0,240,1,0,0,0,96.3,2,1,2018-10-27
40182,1,0,2,1,0,0,0,116,1,0,0,0,1.0,1,0,2018-02-28
40183,3,0,2,5,0,0,1,194,1,0,0,0,130.05,0,1,2018-08-08
40184,2,0,2,4,0,0,1,141,1,0,0,0,129.96,1,0,2018-09-03
40185,2,0,1,2,2,0,0,161,0,0,0,0,130.0,1,1,2018-03-25
40186,3,0,2,3,0,0,1,31,1,0,0,0,121.8,1,0,2018-03-10
40187,2,0,0,2,0,0,1,28,1,0,0,0,156.0,1,1,2018-05-20
40188,2,0,1,3,0,0,1,35,0,0,0,0,69.0,0,0,2018-03-10
40189,2,1,0,4,0,0,0,84,1,0,0,0,109.8,0,1,2018-12-28
40190,1,0,0,2,0,0,1,29,1,0,0,0,154.5,1,1,2018-09-15
40191,2,0,2,1,0,0,1,172,1,0,0,0,115.2,0,1,2018-07-08
40192,1,0,0,2,0,0,0,0,2,1,0,2,65.0,0,0,2017-09-28
40193,2,0,2,3,0,0,0,48,0,0,0,0,68.0,0,0,2018-12-01
40194,2,0,1,0,0,0,0,95,1,0,0,0,90.9,2,1,2018-10-31
40195,2,1,2,2,0,0,0,77,1,0,0,0,109.8,1,1,2018-12-10
40196,3,0,2,4,0,0,1,71,1,0,0,0,151.2,0,1,2018-10-01
40197,3,0,0,3,0,0,1,88,1,0,0,0,151.2,0,1,2018-10-20
40198,1,0,0,1,0,0,0,6,0,0,0,0,114.0,1,0,2017-09-23
40199,1,0,2,1,0,0,0,103,1,0,0,0,115.0,0,1,2018-04-15
40200,2,0,0,2,0,0,0,162,1,0,0,0,96.3,0,1,2018-07-01
40201,1,0,0,3,0,0,0,15,0,0,0,0,86.0,1,0,2018-02-07
40202,2,0,2,2,0,0,0,109,0,0,0,0,72.25,0,0,2018-08-03
40203,2,0,0,1,1,0,0,270,1,0,0,0,95.4,0,1,2018-09-02
40204,2,0,1,1,0,0,0,110,1,0,0,0,105.3,1,0,2018-07-25
40205,2,0,2,1,0,0,0,100,0,0,0,0,38.67,0,0,2018-03-12
40206,2,0,2,9,0,0,0,72,1,0,0,0,58.91,0,0,2017-10-12
40207,2,0,2,4,0,0,0,207,1,0,0,0,105.3,1,1,2018-08-13
40208,2,0,0,1,0,0,0,116,1,0,0,0,61.0,0,1,2018-02-28
40209,2,0,1,3,2,0,0,207,1,0,0,0,123.25,1,1,2018-08-29
40210,2,0,2,3,0,0,1,149,1,0,0,0,99.45,0,0,2018-05-11
40211,2,1,2,3,0,0,0,77,1,0,0,0,74.8,2,0,2018-11-17
40212,2,0,0,2,0,0,1,70,1,0,0,0,149.4,2,0,2018-09-15
40213,2,0,1,5,0,0,0,82,1,0,0,0,95.0,0,0,2018-09-06
40214,2,0,0,3,2,0,0,83,0,0,0,0,112.2,0,0,2017-09-30
40215,2,0,1,4,0,0,0,48,0,0,0,0,70.0,1,0,2018-03-07
40216,1,0,0,4,0,0,0,37,1,0,0,0,69.3,0,0,2017-12-07
40217,2,0,2,4,0,0,0,245,0,0,0,0,110.0,0,1,2018-07-24
40218,2,0,2,3,0,0,0,146,1,0,0,0,99.45,1,0,2018-07-16
40219,1,0,2,4,0,0,0,245,0,0,0,0,110.0,0,1,2018-09-06
40220,2,0,0,2,0,0,0,121,0,0,0,0,72.25,0,0,2018-07-13
40221,2,1,0,3,0,0,0,138,1,0,0,0,109.8,1,1,2018-06-29
40222,2,0,2,2,0,0,0,74,0,0,0,0,79.56,0,0,2018-07-12
40223,2,0,1,3,0,0,0,129,0,0,0,0,80.75,0,0,2018-05-16
40224,2,0,2,5,0,0,0,112,1,0,0,0,88.4,2,0,2018-12-22
40225,2,0,1,2,1,0,0,103,1,0,0,0,94.5,0,1,2018-07-18
40226,2,0,1,2,1,0,0,175,1,0,0,0,85.5,1,1,2018-08-14
40227,2,0,0,4,0,0,0,5,0,0,0,0,55.74,0,0,2018-02-02
40228,2,0,0,1,0,0,0,232,1,0,0,0,131.4,0,1,2018-07-02
40229,2,0,1,5,2,0,0,94,0,0,0,0,110.75,0,0,2018-03-28
40230,2,0,2,3,0,0,0,314,0,0,0,0,75.0,0,1,2018-10-12
40231,1,0,0,2,0,0,0,25,0,0,0,0,85.0,2,0,2018-10-19
40232,1,0,0,2,0,0,0,36,0,0,0,0,71.0,0,0,2018-01-26
40233,1,0,0,1,0,0,0,221,0,0,0,0,65.0,0,0,2017-10-17
40234,2,0,0,3,0,0,0,102,1,0,0,0,152.1,1,0,2018-08-04
40235,3,0,1,3,0,0,1,22,1,0,0,0,201.0,3,0,2018-08-29
40236,2,0,1,1,0,0,0,30,0,0,0,0,144.0,1,0,2018-10-11
40237,2,0,0,3,0,0,0,166,0,0,0,0,110.0,0,0,2018-11-08
40238,1,0,0,1,0,0,0,0,2,1,0,3,65.0,0,0,2017-11-01
40239,1,0,1,5,0,0,0,19,2,1,0,11,68.0,1,0,2018-12-27
40240,1,0,0,2,0,0,0,8,0,0,0,0,56.0,0,0,2018-03-11
40241,1,0,0,1,0,0,0,8,0,0,0,0,120.0,0,1,2018-11-05
40242,2,1,0,1,0,1,0,5,1,0,0,0,159.0,2,0,2018-05-19
40243,1,0,0,2,0,0,0,60,1,0,0,0,62.18,2,0,2017-10-09
40244,2,0,2,2,0,0,0,189,1,0,0,0,90.95,1,0,2018-07-15
40245,2,0,1,1,2,0,0,301,0,0,0,0,90.0,1,1,2018-07-30
40246,2,0,1,1,0,0,4,44,2,0,0,0,106.0,0,0,2018-02-15
40247,2,2,1,1,0,0,3,36,1,0,0,0,207.9,0,1,2018-08-13
40248,2,0,0,1,0,0,0,119,1,0,0,0,112.5,0,1,2018-06-29
40249,2,0,2,3,0,0,0,112,1,0,0,0,76.5,1,0,2017-07-13
40250,2,0,2,2,0,0,0,44,0,0,0,0,112.0,0,0,2018-11-05
40251,2,1,2,3,0,0,0,2,1,0,0,0,71.33,1,0,2018-12-31
40252,1,0,0,3,0,0,0,13,0,0,0,0,79.0,0,0,2017-12-08
40253,2,0,1,3,0,0,1,122,1,0,0,0,121.5,0,1,2018-07-04
40254,2,0,2,0,0,0,0,304,1,0,0,0,74.15,1,1,2018-10-21
40255,2,0,2,2,0,0,2,231,1,0,0,0,100.3,2,1,2018-09-11
40256,2,0,1,5,0,0,1,84,1,0,0,0,131.4,0,1,2018-08-01
40257,3,0,1,0,0,0,1,69,1,0,0,0,137.7,1,0,2018-07-12
40258,2,0,0,1,0,0,0,99,1,0,0,0,121.5,1,1,2018-05-07
40259,3,0,0,3,0,0,1,28,1,0,0,0,154.0,0,1,2018-09-15
40260,2,0,1,1,0,0,2,224,1,0,0,0,86.63,1,1,2018-07-07
40261,1,0,1,1,0,0,0,11,2,0,0,0,181.0,0,1,2018-07-19
40262,2,0,2,5,0,0,1,11,0,0,0,0,75.0,1,0,2017-08-11
40263,2,2,0,1,0,0,2,11,1,0,0,0,127.6,0,0,2018-08-28
40264,1,0,0,1,2,0,0,221,4,0,0,0,0.0,0,0,2017-08-12
40265,2,0,0,3,0,0,1,50,1,0,0,0,140.4,0,1,2018-05-31
40266,2,0,2,2,0,0,0,124,0,0,0,0,72.76,0,1,2018-04-08
40267,2,0,1,2,0,0,0,185,1,0,0,0,103.5,1,1,2018-12-16
40268,2,0,2,6,1,0,0,185,1,0,0,0,89.25,1,1,2018-08-16
40269,2,0,0,2,2,0,0,39,0,0,0,0,109.0,0,0,2017-08-17
40270,3,0,0,4,0,0,1,180,1,0,0,0,130.05,0,1,2018-08-01
40271,1,0,1,2,0,0,1,57,1,0,0,0,140.4,1,0,2018-06-10
40272,2,0,2,5,0,0,0,32,0,0,0,0,70.0,0,0,2018-12-27
40273,3,0,1,0,0,0,1,4,1,0,0,0,256.0,1,1,2018-08-15
40274,2,0,2,2,2,0,2,150,1,0,0,0,101.0,0,0,2018-01-02
40275,2,0,1,3,0,0,0,85,0,0,0,0,85.0,0,0,2018-10-07
40276,2,0,2,2,0,0,0,115,0,0,0,0,72.25,1,0,2018-08-29
40277,1,0,0,2,0,0,0,14,0,0,0,0,120.0,0,0,2018-10-15
40278,2,0,0,3,0,1,1,31,1,0,0,0,96.3,1,0,2018-03-10
40279,2,0,0,3,0,0,0,271,1,0,0,0,101.33,1,0,2018-04-22
40280,3,0,0,1,0,0,0,71,1,0,0,0,171.3,1,0,2018-09-07
40281,2,0,0,2,0,0,1,8,1,0,0,0,156.0,0,1,2018-06-15
40282,2,0,0,2,0,0,0,265,0,0,0,0,72.25,1,0,2018-06-24
40283,3,0,2,1,0,0,1,3,0,0,0,0,146.0,0,0,2018-07-09
40284,3,0,0,4,0,0,1,176,1,0,0,0,137.7,0,1,2018-08-16
40285,2,0,0,1,0,0,0,40,0,0,0,0,75.0,0,0,2018-11-05
40286,1,0,0,1,0,0,0,1,0,0,0,0,106.65,0,0,2018-09-27
40287,2,0,0,1,2,0,0,124,0,0,0,0,94.5,0,0,2017-08-08
40288,2,0,1,2,0,0,0,118,1,0,0,0,90.0,1,0,2018-11-07
40289,2,0,0,4,1,0,0,116,1,0,0,0,89.25,2,0,2017-09-01
40290,2,0,2,3,0,0,0,122,0,0,0,0,68.0,0,0,2018-03-27
40291,2,0,2,2,0,0,0,226,1,0,0,0,90.95,1,0,2018-08-20
40292,1,0,0,2,0,0,0,19,2,1,0,1,95.0,0,0,2018-10-25
40293,1,0,0,1,0,0,0,8,2,1,0,11,88.0,1,0,2018-12-13
40294,1,0,1,0,0,0,4,111,0,0,0,0,120.0,0,0,2018-10-10
40295,2,0,1,2,0,0,1,138,1,0,0,0,124.5,3,0,2018-08-05
40296,2,0,0,4,0,0,2,159,1,0,0,0,103.21,2,0,2018-06-13
40297,2,0,0,1,0,0,3,45,1,0,0,0,207.9,1,0,2018-04-30
40298,2,0,2,2,0,0,0,222,1,0,0,0,90.95,1,0,2018-08-31
40299,2,0,2,2,1,0,0,178,1,0,0,0,88.5,0,0,2018-07-28
40300,3,0,2,1,0,0,0,56,1,0,0,0,141.3,0,1,2018-06-10
40301,2,0,2,3,0,0,1,88,1,0,0,0,149.4,3,0,2018-08-10
40302,2,0,0,2,0,0,0,50,0,0,0,0,100.0,1,0,2018-06-02
40303,2,0,1,2,1,0,0,111,1,0,0,0,107.1,1,1,2018-08-12
40304,2,0,0,2,0,0,0,86,0,0,0,0,65.0,1,0,2018-05-20
40305,2,0,2,3,0,0,0,244,1,0,0,0,85.85,1,0,2018-10-29
40306,2,0,1,2,0,0,0,189,1,0,0,0,108.9,0,1,2018-10-08
40307,2,1,2,5,0,0,0,158,1,0,0,0,114.75,1,0,2018-05-25
40308,2,0,1,2,0,0,0,93,0,0,0,0,120.0,0,1,2018-06-20
40309,2,2,0,2,0,0,2,5,1,0,0,0,69.5,0,0,2018-01-13
40310,2,0,0,2,0,0,0,104,1,0,0,0,96.3,1,0,2018-04-27
40311,2,0,0,1,0,0,0,173,1,0,0,0,94.5,1,1,2018-08-13
40312,2,1,0,3,0,0,0,122,1,0,0,0,121.5,2,1,2018-06-30
40313,3,0,2,3,0,0,0,151,1,0,0,0,121.55,1,0,2018-06-19
40314,2,0,1,2,0,0,4,56,1,0,0,0,175.0,0,0,2018-09-16
40315,2,1,0,4,0,0,0,185,1,0,0,0,114.75,2,1,2018-08-12
40316,1,0,2,6,1,0,0,115,0,0,0,0,64.75,0,0,2018-02-27
40317,2,0,2,2,0,0,0,128,1,0,0,0,123.3,1,0,2018-08-14
40318,1,0,1,1,0,0,0,91,1,0,0,0,112.5,1,0,2018-07-18
40319,2,0,2,2,0,0,0,60,0,0,0,0,75.0,0,1,2018-03-10
40320,2,0,0,2,0,0,1,50,0,0,0,0,52.0,0,1,2018-11-11
40321,2,0,0,2,0,0,0,315,0,0,0,0,160.0,0,1,2018-09-02
40322,2,0,2,5,0,0,1,64,1,0,0,0,143.1,1,1,2018-05-21
40323,1,0,0,2,0,0,0,181,0,0,0,0,120.0,0,1,2018-06-03
40324,2,0,0,2,0,0,1,30,0,0,0,0,60.0,1,0,2018-02-06
40325,2,0,0,2,0,0,0,99,1,0,0,0,89.3,1,0,2018-03-23
40326,2,0,1,3,0,0,0,6,1,0,0,0,171.0,1,1,2018-08-08
40327,2,1,2,2,0,0,0,173,1,0,0,0,114.75,1,1,2018-08-30
40328,1,0,2,2,0,0,0,46,1,0,0,0,73.9,0,1,2018-04-03
40329,1,0,0,2,2,0,0,102,0,0,0,0,91.0,0,0,2017-10-16
40330,2,0,0,4,0,0,1,158,1,0,0,0,123.25,2,1,2018-05-09
40331,2,0,1,2,0,0,0,81,0,0,0,0,65.0,0,0,2018-05-05
40332,3,0,2,3,0,0,1,14,1,0,0,0,119.0,0,0,2018-12-09
40333,2,0,2,2,0,0,0,107,1,0,0,0,76.5,1,0,2017-08-21
40334,2,0,1,3,0,0,0,91,0,0,0,0,80.0,0,1,2018-09-30
40335,2,0,0,2,2,0,0,18,1,0,0,0,130.13,1,0,2018-05-23
40336,1,0,0,2,0,0,0,36,0,0,0,0,71.0,0,1,2018-01-19
40337,0,2,0,2,0,0,2,67,1,0,0,0,79.2,0,1,2018-04-26
40338,2,0,2,2,0,0,1,83,1,0,0,0,103.7,2,0,2018-04-16
40339,2,1,0,1,0,0,0,0,1,0,0,0,109.0,2,0,2018-03-01
40340,2,0,1,4,0,0,0,174,0,0,0,0,70.0,0,1,2017-10-10
40341,1,0,0,3,0,0,0,8,0,0,0,0,64.8,0,0,2017-12-01
40342,3,0,0,1,0,0,1,7,1,0,0,0,177.0,2,0,2018-07-19
40343,3,0,2,2,0,0,0,89,1,0,0,0,137.7,2,0,2018-07-17
40344,1,0,1,1,0,0,0,180,1,0,0,0,120.0,0,1,2018-10-10
40345,2,0,0,3,0,0,0,308,0,0,0,0,78.3,0,1,2018-11-23
40346,2,2,1,2,0,0,3,39,1,0,0,0,198.9,0,1,2018-05-14
40347,2,0,1,2,0,0,0,193,0,0,0,0,65.0,0,1,2017-10-20
40348,1,0,0,4,0,0,0,41,0,0,0,0,60.0,1,0,2017-12-27
40349,2,0,1,2,2,0,0,226,1,0,0,0,102.76,0,1,2018-10-10
40350,2,0,0,2,0,0,1,65,1,0,0,0,149.4,1,0,2018-08-09
40351,1,0,2,3,1,0,0,72,1,0,0,0,109.65,2,0,2018-10-30
40352,2,1,2,3,0,0,0,77,1,0,0,0,135.15,2,0,2018-06-18
40353,3,0,0,3,0,0,1,128,1,0,0,0,151.2,1,1,2018-10-18
40354,2,0,0,5,0,0,0,49,0,0,0,0,76.33,1,0,2018-03-03
40355,2,0,0,3,0,0,0,161,1,0,0,0,126.9,1,0,2018-09-15
40356,2,0,1,2,0,0,0,290,0,0,0,0,72.0,1,0,2018-06-02
40357,1,0,0,2,0,0,0,14,0,0,0,0,75.0,0,0,2018-11-18
40358,1,0,0,2,0,0,0,308,1,0,0,0,52.0,0,1,2018-11-29
40359,2,0,1,4,0,0,0,34,0,0,0,0,80.0,0,1,2018-05-23
40360,2,0,0,1,0,0,0,1,4,1,1,0,0.0,0,0,2017-08-12
40361,2,0,1,4,0,0,0,114,1,0,0,0,107.95,0,1,2018-07-01
40362,2,0,2,1,2,0,0,2,0,0,0,0,94.5,0,0,2017-08-15
40363,2,0,0,5,0,0,1,128,1,0,0,0,132.6,0,1,2018-06-18
40364,2,0,2,5,0,0,0,75,0,0,0,0,72.25,0,1,2018-07-01
40365,2,0,1,1,0,0,0,32,0,0,0,0,70.0,0,0,2017-11-25
40366,2,0,1,3,0,0,0,119,1,0,0,0,99.3,2,0,2018-04-29
40367,3,0,0,2,0,0,1,239,1,0,0,0,128.7,0,1,2018-10-28
40368,2,0,0,1,0,0,0,60,1,0,0,0,48.0,1,1,2017-09-21
40369,2,0,1,3,0,0,1,110,1,0,0,0,149.4,0,1,2018-09-12
40370,2,0,0,4,0,0,0,249,1,0,0,0,184.65,0,0,2018-12-28
40371,2,0,2,3,1,0,0,164,1,0,0,0,94.5,0,1,2018-08-27
40372,2,0,2,3,0,0,0,198,1,0,0,0,90.95,0,0,2018-07-22
40373,2,1,0,3,0,0,1,206,1,0,0,0,115.2,2,1,2018-08-29
40374,2,1,0,2,0,0,0,16,1,0,0,0,138.0,1,0,2018-06-08
40375,2,0,2,4,0,0,1,69,1,0,0,0,120.6,0,1,2018-07-09
40376,2,1,0,3,0,0,0,44,1,0,0,0,117.0,0,0,2018-12-31
40377,1,0,0,2,2,0,0,219,0,0,0,0,84.0,0,1,2017-09-04
40378,2,0,0,3,2,0,0,102,0,0,0,0,101.5,0,1,2017-10-16
40379,3,0,1,3,0,0,1,58,1,0,0,0,130.9,2,0,2018-12-08
40380,2,0,2,1,0,0,1,47,1,0,0,0,140.4,0,1,2018-05-01
40381,2,0,0,4,0,0,0,160,0,0,0,0,72.25,0,0,2018-08-25
40382,1,0,0,1,0,0,0,12,0,0,0,0,65.0,0,0,2017-10-07
40383,2,0,2,5,0,0,0,41,0,0,0,0,66.29,0,0,2017-08-14
40384,2,0,1,0,0,0,0,71,0,0,0,0,95.0,0,1,2018-09-22
40385,1,0,1,1,0,0,0,0,2,1,3,32,65.0,0,0,2018-05-17
40386,2,0,0,1,0,0,0,176,1,0,0,0,96.3,2,1,2018-08-27
40387,1,0,0,1,0,0,0,9,4,1,0,1,0.0,0,0,2018-05-18
40388,1,0,1,1,0,0,0,1,2,1,0,3,67.0,1,0,2018-09-19
40389,1,0,0,3,0,0,0,276,0,0,0,0,95.0,0,1,2018-09-22
40390,2,0,1,1,1,0,0,184,1,0,0,0,116.1,0,1,2018-09-02
40391,2,0,2,1,2,0,0,110,1,0,0,0,108.0,0,1,2017-10-09
40392,3,0,0,4,0,0,0,192,1,0,0,0,130.05,0,1,2018-08-24
40393,2,0,1,3,0,0,0,193,1,0,0,0,149.81,1,1,2017-09-28
40394,1,0,2,6,0,0,0,29,1,0,0,0,70.91,0,0,2018-02-05
40395,3,0,0,2,0,0,5,31,4,0,0,0,0.0,2,0,2018-03-15
40396,2,0,2,1,0,0,0,44,0,0,0,0,75.0,0,0,2018-02-28
40397,1,0,1,2,0,0,0,7,3,1,0,1,95.0,0,0,2018-05-13
40398,2,0,0,2,0,0,0,27,0,0,0,0,95.0,0,0,2017-09-30
40399,2,0,1,2,0,0,1,56,1,0,0,0,72.75,1,0,2017-11-17
40400,2,0,1,2,0,0,1,9,1,0,0,0,170.0,1,0,2018-10-12
40401,2,1,2,5,0,0,0,15,1,0,0,0,92.17,0,0,2017-10-20
40402,2,0,0,2,0,0,0,21,0,0,0,0,65.0,0,0,2017-12-17
40403,2,0,0,5,0,0,0,77,1,0,0,0,82.45,2,0,2018-03-29
40404,2,0,0,4,0,0,0,105,0,0,0,0,75.0,0,1,2018-12-05
40405,1,0,0,2,0,0,0,47,2,0,0,0,65.0,0,0,2018-09-13
40406,1,0,0,3,0,0,0,61,1,0,0,0,73.9,0,0,2018-01-12
40407,1,0,0,1,0,0,0,163,0,0,0,0,115.0,0,1,2018-04-15
40408,2,0,0,4,0,0,1,74,1,0,0,0,168.3,2,0,2018-09-08
40409,2,0,0,1,0,0,0,54,0,0,0,0,85.0,0,0,2018-10-29
40410,2,0,1,1,0,0,1,12,1,0,0,0,156.0,0,1,2018-05-29
40411,2,0,2,3,0,0,0,256,1,0,0,0,100.75,0,1,2018-10-03
40412,3,0,0,4,2,1,0,12,1,0,0,0,187.5,1,0,2018-08-24
40413,1,0,0,2,0,0,0,74,1,0,0,0,106.0,1,0,2017-08-17
40414,2,0,2,2,0,0,0,6,0,0,0,0,58.0,1,0,2017-12-06
40415,2,0,1,3,0,0,0,190,1,0,0,0,90.9,2,0,2018-10-22
40416,2,0,0,3,0,0,2,33,0,0,0,0,67.5,0,0,2017-08-23
40417,2,2,2,2,0,0,3,84,1,0,0,0,187.85,1,0,2018-05-13
40418,3,0,2,1,0,0,1,203,1,0,0,0,137.7,2,1,2018-08-13
40419,2,0,2,5,0,0,1,29,1,0,0,0,100.33,0,0,2018-03-12
40420,2,1,0,3,0,0,0,30,1,0,0,0,104.0,0,0,2018-11-25
40421,2,0,0,3,0,0,0,213,1,0,0,0,130.0,0,1,2018-08-17
40422,2,0,2,2,0,0,0,171,1,0,0,0,99.45,1,0,2018-07-10
40423,2,0,0,1,0,0,0,40,0,0,0,0,85.5,0,0,2018-09-26
40424,2,0,2,2,0,0,0,204,0,0,0,0,80.75,2,0,2018-09-03
40425,2,0,2,1,1,0,0,21,1,0,0,0,63.2,0,1,2018-02-12
40426,1,0,0,2,0,0,0,86,0,0,0,0,87.5,0,0,2018-11-24
40427,1,0,2,1,0,0,0,2,0,0,0,0,120.0,0,0,2018-11-10
40428,2,0,2,3,0,0,0,204,1,0,0,0,98.44,0,1,2017-10-03
40429,2,0,0,2,0,0,1,132,1,0,0,0,143.1,1,0,2018-06-03
40430,2,0,0,2,2,0,0,102,1,0,0,0,101.5,0,1,2017-10-25
40431,2,0,2,1,1,0,0,15,1,0,0,0,63.2,1,0,2018-02-20
40432,3,0,2,2,0,0,1,119,1,0,0,0,130.05,2,0,2018-07-23
40433,2,0,1,2,0,0,0,94,0,0,0,0,80.75,0,0,2018-05-09
40434,2,0,0,2,0,0,0,122,1,0,0,0,76.5,1,0,2017-07-12
40435,2,0,2,3,1,0,0,166,1,0,0,0,102.6,2,1,2018-10-30
40436,2,0,1,1,0,0,0,112,1,0,0,0,105.3,2,0,2018-07-10
40437,3,0,2,3,0,0,1,56,1,0,0,0,130.05,2,0,2018-04-02
40438,1,0,2,2,0,0,0,93,0,0,0,0,115.0,0,1,2018-04-15
40439,2,0,0,2,1,0,0,64,1,0,0,0,65.36,0,0,2018-01-19
40440,2,0,0,3,0,0,1,92,1,0,0,0,140.4,0,1,2018-06-07
40441,2,0,0,3,0,0,1,0,1,0,0,0,155.0,0,1,2017-08-07
40442,1,0,0,3,0,0,0,55,2,0,0,0,79.0,0,0,2018-07-07
40443,2,0,0,4,0,0,1,94,1,0,0,0,132.6,0,1,2018-05-03
40444,2,0,2,5,0,0,0,116,1,0,0,0,76.5,0,0,2017-07-12
40445,2,0,0,4,0,0,0,179,1,0,0,0,90.95,1,0,2018-07-17
40446,2,0,2,5,0,0,0,175,1,0,0,0,119.85,1,1,2018-09-11
40447,2,0,0,2,0,0,0,68,2,0,0,0,65.0,0,0,2017-12-11
40448,2,0,0,2,0,0,0,74,0,0,0,0,72.25,0,1,2018-07-27
40449,2,0,0,4,0,0,0,169,1,0,0,0,106.25,1,1,2018-10-13
40450,2,1,0,1,0,0,0,2,1,0,0,0,171.0,1,0,2018-08-07
40451,2,0,0,4,1,0,0,135,1,0,0,0,92.28,0,1,2018-06-14
40452,3,0,1,2,0,0,1,7,1,0,0,0,161.0,1,0,2018-03-18
40453,1,1,2,7,1,0,0,4,1,0,0,0,93.56,0,0,2018-08-24
40454,2,0,0,2,0,0,0,53,0,0,0,0,120.0,0,0,2018-10-21
40455,2,2,1,3,0,1,3,3,1,0,0,0,177.5,1,0,2017-09-07
40456,2,0,2,2,0,0,0,24,0,0,0,0,43.43,0,0,2018-01-26
40457,2,0,0,4,0,0,0,143,1,0,0,0,77.03,1,0,2018-07-30
40458,2,0,1,3,0,0,0,193,1,0,0,0,120.0,0,1,2018-06-22
40459,1,0,2,2,0,0,0,119,0,0,0,0,71.0,0,0,2018-02-19
40460,1,0,0,3,0,0,0,166,0,0,0,0,110.0,0,1,2018-11-10
40461,2,1,0,1,0,0,0,35,1,0,0,0,125.1,0,1,2018-06-21
40462,2,0,0,3,0,0,0,46,0,0,0,0,112.0,0,0,2018-11-03
40463,2,0,2,3,0,0,1,87,1,0,0,0,132.6,1,0,2018-05-26
40464,2,1,0,2,0,0,0,130,1,0,0,0,139.5,2,0,2018-08-29
40465,2,0,2,3,0,0,0,305,0,0,0,0,89.0,0,1,2018-11-29
40466,2,0,0,3,0,0,0,113,1,0,0,0,96.3,0,1,2018-04-20
40467,2,1,1,4,0,0,0,103,1,0,0,0,125.0,2,0,2018-12-21
40468,2,0,2,3,1,0,0,164,1,0,0,0,89.25,1,1,2018-08-09
40469,2,0,1,2,0,0,0,129,1,0,0,0,126.9,3,0,2018-06-17
40470,2,0,1,4,0,0,0,148,0,0,0,0,96.0,0,0,2018-12-16
40471,2,0,1,3,0,0,0,178,1,0,0,0,99.45,1,0,2018-08-24
40472,2,0,3,7,0,0,2,11,1,0,0,0,76.93,0,1,2017-09-18
40473,2,0,0,5,0,0,1,272,1,0,0,0,110.78,0,0,2018-12-27
40474,2,0,1,1,0,0,0,115,1,0,0,0,105.3,1,0,2018-07-27
40475,2,2,0,1,0,0,3,19,1,0,0,0,169.0,0,1,2018-03-16
40476,1,0,0,1,0,0,0,2,2,1,1,2,65.0,0,0,2017-12-10
40477,2,0,0,3,0,0,0,112,0,0,0,0,100.0,0,0,2018-05-31
40478,2,2,0,1,0,0,3,3,1,0,0,0,156.0,1,0,2018-06-26
40479,2,0,1,3,0,1,1,4,1,0,0,0,169.0,3,0,2018-09-21
40480,2,0,0,2,2,0,0,14,0,0,0,0,109.0,0,0,2017-10-16
40481,2,0,2,3,0,0,1,59,1,0,0,0,81.9,1,0,2017-11-17
40482,2,0,3,10,0,1,0,1,1,0,0,0,68.85,1,0,2017-07-15
40483,2,1,0,2,0,0,0,6,1,0,0,0,163.67,2,0,2018-04-08
40484,3,0,2,1,0,0,1,216,1,0,0,0,128.7,1,1,2018-08-27
40485,1,0,0,1,0,0,1,58,1,0,0,0,140.4,1,0,2018-05-13
40486,2,2,0,1,0,0,3,3,1,0,0,0,246.25,2,0,2018-11-09
